# Time-averaged data for fix 5
# TimeStep v_V v_a v_b v_c
10000 21023.5 28.6581 27.3477 28.4153
20000 20816.3 28.4904 27.3345 28.2138
30000 20769.7 28.4232 27.3163 28.2092
40000 20778.4 28.4719 27.3905 28.1135
50000 20655.9 28.3528 27.3084 28.087
60000 20677.4 28.406 27.3287 28.0639
70000 20653.9 28.4129 27.3298 28.0204
80000 20697.3 28.4096 27.3503 28.0711
90000 20604.4 28.3271 27.3645 27.9654
100000 20645.4 28.3393 27.3557 28.0258
110000 20663.3 28.3699 27.3587 28.0312
120000 20579.7 28.2731 27.3165 28.0094
130000 20536.2 28.3371 27.2985 27.9188
140000 20679 28.426 27.3102 28.0667
150000 20615.7 28.3385 27.3445 27.9971
160000 20707.4 28.4536 27.3432 28.0693
170000 20722.9 28.4276 27.3671 28.078
180000 20689.7 28.523 27.3674 27.9656
190000 20488.7 28.2993 27.3441 27.8228
200000 20456.8 28.2768 27.3278 27.8011
210000 20572.7 28.381 27.3298 27.907
220000 20619.9 28.3733 27.3177 28.0035
230000 20716.9 28.4507 27.347 28.0771
240000 20705.6 28.3623 27.3479 28.1135
250000 20685.1 28.3289 27.3432 28.1126
260000 20692 28.3549 27.3341 28.1171
270000 20722.8 28.3745 27.3545 28.1261
280000 20780.4 28.4662 27.3385 28.1694
290000 20789.7 28.4572 27.3136 28.2178
300000 20848.8 28.5149 27.3677 28.2208
310000 20755.2 28.4575 27.3637 28.1131
320000 20606.5 28.3136 27.314 28.0298
330000 20776.4 28.498 27.2646 28.2182
340000 20749 28.424 27.3119 28.1728
350000 20869.8 28.4644 27.3623 28.2929
360000 20905.9 28.4632 27.3653 28.3419
370000 20733.6 28.421 27.3391 28.1285
380000 20836 28.4941 27.3656 28.2068
390000 20719.9 28.4369 27.346 28.0906
400000 20611.8 28.4069 27.3292 27.9577
410000 20527.2 28.2919 27.3352 27.895
420000 20717 28.5195 27.3135 28.0654
430000 20777.6 28.4982 27.3457 28.1435
440000 20703 28.4452 27.3368 28.069
450000 20666.2 28.3294 27.341 28.0834
460000 20823 28.4599 27.3786 28.2024
470000 20719.1 28.4316 27.3123 28.1281
480000 20727.5 28.3759 27.3496 28.1413
490000 20722.9 28.362 27.3462 28.147
500000 20621.4 28.2949 27.3545 28.0181
510000 20657.1 28.2881 27.3515 28.0871
520000 20672.9 28.3605 27.3338 28.076
530000 20712.3 28.362 27.3451 28.1282
540000 20730.9 28.4652 27.2985 28.1353
550000 20753.1 28.4851 27.3554 28.0979
560000 20530.6 28.2683 27.3386 27.913
570000 20463.4 28.1915 27.3267 27.8751
580000 20649.2 28.4333 27.2867 28.0414
590000 20654.2 28.4452 27.3449 27.9834
600000 20471.8 28.2183 27.3209 27.8734
610000 20544.3 28.304 27.3362 27.9152
620000 20585.1 28.4072 27.3196 27.9207
630000 20488.7 28.3102 27.3318 27.8287
640000 20568.5 28.3475 27.3282 27.9255
650000 20751.9 28.4267 27.355 28.136
660000 20710.2 28.3638 27.3116 28.1576
670000 20735.4 28.3689 27.3415 28.1719
680000 20712.1 28.3765 27.311 28.1547
690000 20597.6 28.3115 27.3364 27.9905
700000 20680.2 28.3412 27.3269 28.1086
710000 20615.4 28.3566 27.3286 27.997
720000 20698.3 28.4123 27.328 28.0947
730000 20658 28.3613 27.3267 28.0599
740000 20677 28.3958 27.3545 28.0387
750000 20742.6 28.429 27.3545 28.123
760000 20685.6 28.3913 27.3462 28.0694
770000 20600.1 28.2922 27.3269 28.0151
780000 20518.8 28.2867 27.2952 27.9267
790000 20617.8 28.403 27.3471 27.958
800000 20571.2 28.3841 27.355 27.8862
810000 20568.4 28.4013 27.3723 27.8577
820000 20495.3 28.3479 27.2977 27.8448
830000 20421.1 28.218 27.3113 27.8002
840000 20411.9 28.1851 27.3339 27.7885
850000 20600.4 28.3442 27.3274 27.9855
860000 20547 28.3231 27.3293 27.9103
870000 20651.4 28.3825 27.3544 28.0136
880000 20587.2 28.3546 27.3633 27.9219
890000 20556.6 28.3184 27.3475 27.9142
900000 20662.3 28.418 27.3475 28.014
910000 20473.6 28.2594 27.3255 27.8451
920000 20528.2 28.3441 27.3295 27.871
930000 20501.8 28.3232 27.3306 27.8412
940000 20510.7 28.2985 27.3519 27.8537
950000 20559.7 28.328 27.3069 27.9504
960000 20528.7 28.2674 27.3416 27.9078
970000 20719.5 28.4353 27.3637 28.0716
980000 20737.2 28.4358 27.3602 28.1031
990000 20784.1 28.4664 27.351 28.1666
1000000 20713.7 28.379 27.3171 28.1472
