# Time-averaged data for fix 5
# TimeStep v_V v_a v_b v_c
10000 35276 30.6076 34.1445 33.7859
20000 35251 30.5839 34.1496 33.7866
30000 35268.1 30.5747 34.1403 33.8218
40000 35306.8 30.6165 34.1422 33.8083
50000 35274.7 30.5776 34.1365 33.8302
60000 35258.8 30.591 34.1531 33.7834
70000 35301.6 30.6007 34.15 33.814
80000 35304.5 30.5959 34.1448 33.8266
90000 35286.2 30.6026 34.1383 33.8082
100000 35335.4 30.6184 34.1369 33.8377
110000 35295.6 30.5959 34.1362 33.8263
120000 35304.6 30.599 34.1496 33.8165
130000 35286.8 30.5996 34.1469 33.8021
140000 35274.3 30.5819 34.1438 33.8138
150000 35259.4 30.5775 34.1487 33.8013
160000 35232.2 30.5762 34.1505 33.7782
170000 35265.7 30.5989 34.1562 33.7765
180000 35250.2 30.5896 34.1432 33.7847
190000 35226.4 30.5762 34.1354 33.7885
200000 35309.8 30.6107 34.1319 33.827
210000 35274.6 30.6197 34.1384 33.7762
220000 35309 30.6305 34.1332 33.8026
230000 35230.5 30.5903 34.1434 33.7656
240000 35243.9 30.5738 34.1501 33.7914
250000 35282 30.6124 34.1388 33.7924
260000 35242.7 30.5949 34.1407 33.7742
270000 35292.6 30.6105 34.1374 33.8072
280000 35275.5 30.6099 34.1346 33.794
290000 35290.6 30.6044 34.1308 33.8178
300000 35319.3 30.6105 34.1337 33.8343
310000 35303.7 30.6233 34.1253 33.8116
320000 35306.3 30.6049 34.1425 33.8187
330000 35275.9 30.594 34.1481 33.7983
340000 35239.3 30.6005 34.1248 33.7801
350000 35275.4 30.6042 34.1316 33.8019
360000 35269.9 30.5959 34.1548 33.7836
370000 35251.1 30.5968 34.1374 33.7839
380000 35280.7 30.6126 34.1484 33.7812
390000 35297.3 30.5971 34.1282 33.8344
400000 35383.3 30.6175 34.1265 33.893
410000 35336.4 30.6084 34.13 33.8557
420000 35324.6 30.6149 34.133 33.8352
430000 35253 30.6082 34.1424 33.7684
440000 35243.7 30.608 34.1257 33.7755
450000 35229.2 30.5714 34.1402 33.7897
460000 35238.7 30.5758 34.1555 33.7786
470000 35246.2 30.594 34.1549 33.7642
480000 35273 30.6072 34.1351 33.7927
490000 35318.7 30.6241 34.146 33.8061
500000 35277.7 30.6012 34.1505 33.7887
510000 35307.5 30.6066 34.1425 33.8191
520000 35289.4 30.6007 34.1413 33.8095
530000 35256.7 30.5836 34.1406 33.8006
540000 35253.1 30.5807 34.1332 33.8078
550000 35240.5 30.5854 34.1377 33.7851
560000 35293.4 30.6002 34.133 33.8225
570000 35292.2 30.6045 34.1462 33.803
580000 35297.9 30.5991 34.1372 33.8229
590000 35249 30.6015 34.1407 33.7732
600000 35280.7 30.6247 34.1431 33.7722
610000 35347.9 30.6124 34.154 33.8374
620000 35283.3 30.5853 34.1494 33.8143
630000 35280.6 30.5846 34.1526 33.811
640000 35304.2 30.6171 34.1369 33.8107
650000 35289.3 30.5974 34.1404 33.8153
660000 35344.4 30.6319 34.1198 33.8463
670000 35301.2 30.6071 34.1328 33.8212
680000 35306.7 30.591 34.1402 33.8378
690000 35372.5 30.6305 34.1378 33.8554
700000 35273.9 30.5901 34.1374 33.8108
710000 35296.4 30.5938 34.1413 33.8247
720000 35356.7 30.6178 34.1321 33.8617
730000 35349.9 30.5952 34.1381 33.8759
740000 35310 30.5977 34.1394 33.8328
750000 35244.7 30.5844 34.14 33.7889
760000 35287.4 30.5988 34.1287 33.8226
770000 35292.1 30.5931 34.1435 33.8188
780000 35266.3 30.6017 34.1325 33.797
790000 35262.5 30.5979 34.151 33.7799
800000 35291.6 30.5917 34.1438 33.8202
810000 35305.8 30.5802 34.1325 33.8593
820000 35283.3 30.616 34.1342 33.7936
830000 35247.4 30.596 34.1403 33.778
840000 35279.8 30.599 34.1343 33.8106
850000 35354 30.6304 34.13 33.8466
860000 35251.8 30.5702 34.1296 33.8216
870000 35237.1 30.588 34.1482 33.7701
880000 35302 30.5979 34.1518 33.8142
890000 35293.2 30.5958 34.1479 33.812
900000 35345.6 30.6197 34.1205 33.8597
910000 35311.6 30.6081 34.1334 33.8303
920000 35327.7 30.6353 34.131 33.8164
930000 35274.7 30.6124 34.1467 33.7771
940000 35241.4 30.5847 34.1258 33.7988
950000 35256.8 30.6139 34.1319 33.7735
960000 35231.6 30.5674 34.1508 33.7864
970000 35248 30.5926 34.1354 33.7875
980000 35275.8 30.5972 34.1388 33.8044
990000 35312.2 30.628 34.149 33.7928
1000000 35293.2 30.5873 34.1506 33.82
