# Time-averaged data for fix 5
# TimeStep v_V v_a v_b v_c
10000 36089.2 30.7922 34.0542 34.4255
20000 35969.5 30.7202 34.0389 34.4094
30000 35821.6 30.675 34.0519 34.3093
40000 35903.9 30.6919 34.0445 34.3748
50000 35795.1 30.6693 34.0451 34.301
60000 35899.9 30.7002 34.0526 34.3554
70000 35953.5 30.7801 34.0255 34.3403
80000 35989.3 30.7428 34.0257 34.4176
90000 36037.9 30.7664 34.0269 34.4355
100000 35983.3 30.7532 34.0446 34.3804
110000 35944.4 30.7366 34.0414 34.3676
120000 35887.8 30.7038 34.0295 34.3631
130000 35811.5 30.6783 34.0388 34.3095
140000 35897.1 30.7513 34.0325 34.3126
150000 35889 30.7288 34.0502 34.316
160000 35916.8 30.7031 34.0646 34.3548
170000 35926.4 30.745 34.0422 34.3394
180000 35901.4 30.7359 34.0417 34.3282
190000 35864.7 30.6928 34.0289 34.3533
200000 35905.9 30.7046 34.0458 34.3612
210000 35925.4 30.6859 34.0515 34.4
220000 36075.6 30.8099 34.0265 34.4209
230000 35906.9 30.7607 34.0384 34.3056
240000 35868.1 30.7197 34.0219 34.3331
250000 35896.9 30.7666 34.0546 34.2742
260000 35997 30.7215 34.0392 34.4348
270000 35941.3 30.7326 34.0234 34.3861
280000 35887.5 30.7789 34.0462 34.2595
290000 35942 30.744 34.0284 34.3696
300000 35893.6 30.7608 34.0276 34.3051
310000 35931.5 30.7644 34.0355 34.3277
320000 35911.4 30.7386 34.0135 34.3609
330000 35795.9 30.7041 34.0542 34.2516
340000 35906.4 30.7602 34.0383 34.3074
350000 35974.6 30.7713 34.0488 34.3501
360000 35961.2 30.7235 34.0418 34.3974
370000 35865.3 30.6559 34.04 34.3888
380000 35914.8 30.7207 34.0394 34.36
390000 35921.1 30.7607 34.032 34.3288
400000 35943.2 30.7742 34.0352 34.3316
410000 35950.4 30.7727 34.0194 34.3524
420000 35994.9 30.7899 34.0219 34.3711
430000 35856.2 30.6676 34.0344 34.3704
440000 35925.7 30.7509 34.0608 34.3156
450000 35897.5 30.7422 34.0695 34.2891
460000 35906.7 30.7152 34.0496 34.3468
470000 35904.2 30.721 34.0292 34.3593
480000 35915.1 30.7548 34.0521 34.3075
490000 35947.1 30.7396 34.0433 34.3619
500000 36004.5 30.7574 34.0181 34.4211
510000 36028.2 30.7703 34.0351 34.4118
520000 35944.9 30.7395 34.0258 34.3775
530000 35866.2 30.7579 34.0471 34.2619
540000 35923.7 30.711 34.034 34.3831
550000 35895.4 30.7372 34.0445 34.3149
560000 35901.9 30.7275 34.0502 34.3282
570000 35860.9 30.6867 34.0308 34.3555
580000 36049.7 30.7771 34.0056 34.4567
590000 35850.8 30.6736 34.0572 34.3365
600000 35927.1 30.7503 34.0405 34.3351
610000 35772.6 30.6908 34.0618 34.2362
620000 35839.3 30.7022 34.0416 34.3073
630000 35857.6 30.7303 34.0354 34.2968
640000 35995 30.7686 34.0184 34.4011
650000 35833.7 30.6649 34.0242 34.362
660000 35951.8 30.7256 34.0442 34.3846
670000 35869.8 30.7085 34.042 34.3275
680000 35960.6 30.7434 34.0289 34.387
690000 36010.1 30.7701 34.0342 34.3965
700000 36087 30.8238 34.0383 34.4055
710000 35928 30.787 34.0401 34.2946
720000 36024 30.7601 34.0173 34.4373
730000 36019.4 30.7642 34.0362 34.4096
740000 35946.3 30.7264 34.0406 34.3828
750000 35878.4 30.7209 34.0427 34.3222
760000 35842 30.6386 34.0557 34.3709
770000 35850.9 30.7374 34.0172 34.3009
780000 35998.7 30.8019 34.0307 34.3551
790000 35921.2 30.7423 34.0558 34.3212
800000 35937.4 30.6957 34.0455 34.4012
810000 35981.8 30.7904 34.0104 34.3709
820000 35990.5 30.83 34.0052 34.3383
830000 36019.9 30.7985 33.989 34.4181
840000 35968.7 30.777 34.0317 34.3534
850000 35982.3 30.7669 34.0451 34.3654
860000 35964.5 30.7845 34.0409 34.332
870000 35975.8 30.7659 34.0342 34.3693
880000 35878.1 30.7566 34.0476 34.2743
890000 35999.5 30.773 34.0457 34.3724
900000 35903.9 30.7568 34.0348 34.3145
910000 35937.6 30.7364 34.0159 34.3865
920000 35976.8 30.7483 34.0226 34.4034
930000 35839.4 30.7174 34.0281 34.3035
940000 35883.7 30.7469 34.0551 34.2868
950000 35865.4 30.7607 34.0444 34.2623
960000 35901.5 30.7927 34.0394 34.265
970000 35933.4 30.7395 34.0341 34.3596
980000 35951.6 30.7673 34.0344 34.347
990000 35880.9 30.7049 34.048 34.3392
1000000 35889.5 30.7278 34.0412 34.326
